N          d          numCycles  lookedAt   ratio      traversed  ratio     
3200       15         26         179549     3.506816   11970      0.233789  
3200       15         26         166586     3.253633   11076      0.216328  
3200       15         18         204617     3.996426   13690      0.267383  
3200       15         18         153490     2.997852   10164      0.198516  
3200       15         16         166862     3.259023   11084      0.216484  
3200       15         33         148784     2.905938   9856       0.192500  
3200       15         23         175624     3.430156   11696      0.228438  
3200       15         25         184176     3.597188   12288      0.240000  
3200       15         26         178824     3.492656   11920      0.232813  
3200       15         21         184965     3.612598   12338      0.240977  
3200       15         26         183232     3.578750   12224      0.238750  
3200       15         22         163547     3.194277   10862      0.212148  
3200       15         34         176724     3.451641   11784      0.230156  
3200       15         27         188059     3.673027   12558      0.245273  
3200       15         18         177038     3.457773   11788      0.230234  
3200       15         24         172505     3.369238   11482      0.224258  
3200       15         29         192029     3.750566   12834      0.250664  
3200       15         20         156474     3.056133   10372      0.202578  
3200       15         19         158839     3.102324   10534      0.205742  
3200       15         22         176684     3.450859   11768      0.229844  
3200       15         26         200632     3.918594   13424      0.262188  
3200       15         24         166734     3.256523   11084      0.216484  
3200       15         21         185226     3.617695   12356      0.241328  
3200       15         21         143263     2.798105   9462       0.184805  
3200       15         19         167278     3.267148   11116      0.217109  
3200       15         22         172972     3.378359   11512      0.224844  
3200       15         27         160944     3.143438   10688      0.208750  
3200       15         24         177493     3.466660   11826      0.230977  
3200       15         26         183000     3.574219   12208      0.238438  
3200       15         18         174631     3.410762   11622      0.226992  
3200       15         22         176829     3.453691   11778      0.230039  
3200       15         28         154896     3.025313   10272      0.200625  
3200       15         29         175064     3.419219   11664      0.227813  
3200       15         23         158833     3.102207   10538      0.205820  
3200       15         20         152008     2.968906   10064      0.196563  
3200       15         22         157022     3.066836   10412      0.203359  
3200       15         19         158056     3.087031   10480      0.204688  
3200       15         26         171081     3.341426   11386      0.222383  
3200       15         26         163541     3.194160   10866      0.212227  
3200       15         22         185906     3.630977   12404      0.242266  
3200       15         23         173188     3.382578   11528      0.225156  
3200       15         20         158011     3.086152   10478      0.204648  
3200       15         24         151248     2.954063   10016      0.195625  
3200       15         27         162945     3.182520   10826      0.211445  
3200       15         12         158922     3.103945   10532      0.205703  
3200       15         18         146472     2.860781   9680       0.189063  
3200       15         21         156313     3.052988   10362      0.202383  
3200       15         25         193108     3.771641   12904      0.252031  
3200       15         17         162206     3.168086   10764      0.210234  
3200       15         16         176258     3.442539   11732      0.229141  
3200       15         23         167475     3.270996   11134      0.217461  
3200       15         14         132761     2.592988   8730       0.170508  
3200       15         24         187005     3.652441   12482      0.243789  
3200       15         24         156642     3.059414   10388      0.202891  
3200       15         23         169070     3.302148   11244      0.219609  
3200       15         21         168000     3.281250   11168      0.218125  
3200       15         24         222878     4.353086   14956      0.292109  
3200       15         21         194535     3.799512   12998      0.253867  
3200       15         27         151461     2.958223   10034      0.195977  
3200       15         29         152995     2.988184   10142      0.198086  
3200       15         21         168319     3.287480   11190      0.218555  
3200       15         23         164923     3.221152   10958      0.214023  
3200       15         20         179877     3.513223   11986      0.234102  
3200       15         19         159622     3.117617   10588      0.206797  
3200       15         25         166950     3.260742   11100      0.216797  
3200       15         18         185013     3.613535   12338      0.240977  
3200       15         27         164772     3.218203   10952      0.213906  
3200       15         25         165065     3.223926   10970      0.214258  
3200       15         23         186847     3.649355   12470      0.243555  
3200       15         25         176694     3.451055   11772      0.229922  
3200       15         22         157051     3.067402   10414      0.203398  
3200       15         22         167578     3.273008   11140      0.217578  
3200       15         25         168313     3.287363   11194      0.218633  
3200       15         28         180474     3.524883   12036      0.235078  
3200       15         19         183779     3.589434   12254      0.239336  
3200       15         18         164249     3.207988   10906      0.213008  
3200       15         20         182081     3.556270   12138      0.237070  
3200       15         27         194004     3.789141   12968      0.253281  
3200       15         17         175169     3.421270   11658      0.227695  
3200       15         18         204704     3.998125   13696      0.267500  
3200       15         23         202768     3.960313   13568      0.265000  
3200       15         32         172348     3.366172   11480      0.224219  
3200       15         21         176555     3.448340   11758      0.229648  
3200       15         23         206567     4.034512   13830      0.270117  
3200       15         21         212225     4.145020   14218      0.277695  
3200       15         29         186809     3.648613   12474      0.243633  
3200       15         21         154457     3.016738   10234      0.199883  
3200       15         27         187537     3.662832   12522      0.244570  
3200       15         26         161569     3.155645   10730      0.209570  
3200       15         29         163377     3.190957   10858      0.212070  
3200       15         26         176475     3.446777   11758      0.229648  
3200       15         23         167127     3.264199   11110      0.216992  
3200       15         23         188355     3.678809   12574      0.245586  
3200       15         26         208317     4.068691   13954      0.272539  
3200       15         24         152959     2.987480   10134      0.197930  
3200       15         29         170250     3.325195   11332      0.221328  
3200       15         27         168861     3.298066   11234      0.219414  
6400       3          10         100938     3.942891   35048      1.369063  
6400       3          14         114619     4.477305   40392      1.577813  
6400       3          12         91999      3.593711   31204      1.218906  
6400       3          12         93940      3.669531   32160      1.256250  
6400       3          11         98152      3.834063   32944      1.286875  
6400       3          17         106795     4.171680   37370      1.459766  
6400       3          11         100378     3.921016   34138      1.333516  
6400       3          15         95517      3.731133   32976      1.288125  
6400       3          12         99273      3.877852   34338      1.341328  
6400       3          12         100972     3.944219   35086      1.370547  
6400       3          15         96616      3.774063   32792      1.280938  
6400       3          17         93914      3.668516   32268      1.260469  
6400       3          9          105052     4.103594   36300      1.417969  
6400       3          8          106278     4.151484   33284      1.300156  
6400       3          12         88551      3.459023   30022      1.172734  
6400       3          12         100269     3.916758   34162      1.334453  
6400       3          20         95809      3.742539   33070      1.291797  
6400       3          15         101703     3.972773   34224      1.336875  
6400       3          15         113155     4.420117   39506      1.543203  
6400       3          12         103827     4.055742   36072      1.409063  
6400       3          11         100131     3.911367   34322      1.340703  
6400       3          10         98425      3.844727   33892      1.323906  
6400       3          10         94402      3.687578   32204      1.257969  
6400       3          17         101282     3.956328   34986      1.366641  
6400       3          12         97517      3.809258   32718      1.278047  
6400       3          14         97048      3.790938   33504      1.308750  
6400       3          13         94575      3.694336   31596      1.234219  
6400       3          11         93074      3.635703   31810      1.242578  
6400       3          12         100828     3.938594   34642      1.353203  
6400       3          15         112667     4.401055   38846      1.517422  
6400       3          10         107226     4.188516   34164      1.334531  
6400       3          13         103797     4.054570   34904      1.363438  
6400       3          22         117242     4.579766   38778      1.514766  
6400       3          22         97794      3.820078   33944      1.325938  
6400       3          11         106116     4.145156   36574      1.428672  
6400       3          10         112294     4.386484   37664      1.471250  
6400       3          18         102076     3.987344   35428      1.383906  
6400       3          9          99400      3.882813   33936      1.325625  
6400       3          11         97700      3.816406   33820      1.321094  
6400       3          10         92673      3.620039   31800      1.242188  
6400       3          12         114557     4.474883   39494      1.542734  
6400       3          15         110902     4.332109   38204      1.492344  
6400       3          10         97045      3.790820   33444      1.306406  
6400       3          17         102145     3.990039   35692      1.394219  
6400       3          15         106578     4.163203   37142      1.450859  
6400       3          13         96942      3.786797   33532      1.309844  
6400       3          15         97395      3.804492   33352      1.302813  
6400       3          11         105756     4.131094   36544      1.427500  
6400       3          14         109155     4.263867   38318      1.496797  
6400       3          11         101398     3.960859   35154      1.373203  
6400       3          17         93688      3.659688   32342      1.263359  
6400       3          11         97026      3.790078   33024      1.290000  
6400       3          8          98961      3.865664   32936      1.286563  
6400       3          12         98743      3.857148   34076      1.331094  
6400       3          16         96232      3.759063   33002      1.289141  
6400       3          12         95684      3.737656   32542      1.271172  
6400       3          13         87837      3.431133   29878      1.167109  
6400       3          7          99781      3.897695   34304      1.340000  
6400       3          12         92514      3.613828   31360      1.225000  
6400       3          15         91431      3.571523   31270      1.221484  
6400       3          11         100510     3.926172   34154      1.334141  
6400       3          10         98732      3.856719   33832      1.321563  
6400       3          10         110050     4.298828   38424      1.500938  
6400       3          15         100216     3.914688   34776      1.358438  
6400       3          14         112307     4.386992   39348      1.537031  
6400       3          13         103988     4.062031   36206      1.414297  
6400       3          16         94277      3.682695   32484      1.268906  
6400       3          16         112865     4.408789   37478      1.463984  
6400       3          12         110333     4.309883   38304      1.496250  
6400       3          9          94847      3.704961   31398      1.226484  
6400       3          12         100582     3.928984   34810      1.359766  
6400       3          14         96352      3.763750   33208      1.297188  
6400       3          8          96634      3.774766   33034      1.290391  
6400       3          13         119795     4.679492   42168      1.647188  
6400       3          10         101445     3.962695   34292      1.339531  
6400       3          12         103733     4.052070   36128      1.411250  
6400       3          13         93875      3.666992   31992      1.249688  
6400       3          10         109473     4.276289   37924      1.481406  
6400       3          10         108728     4.247188   36878      1.440547  
6400       3          11         100046     3.908047   34088      1.331563  
6400       3          14         91389      3.569883   31324      1.223594  
6400       3          17         97956      3.826406   33992      1.327813  
6400       3          14         105819     4.133555   36876      1.440469  
6400       3          9          110096     4.300625   34936      1.364688  
6400       3          12         104777     4.092852   36232      1.415313  
6400       3          14         97292      3.800469   33668      1.315156  
6400       3          13         102752     4.013750   35052      1.369219  
6400       3          11         105341     4.114883   36222      1.414922  
6400       3          15         101531     3.966055   35404      1.382969  
6400       3          14         94558      3.693672   31958      1.248359  
6400       3          11         100621     3.930508   34552      1.349688  
6400       3          12         98548      3.849531   34118      1.332734  
6400       3          15         99299      3.878867   34478      1.346797  
6400       3          14         92496      3.613125   31780      1.241406  
6400       3          14         110436     4.313906   37798      1.476484  
6400       3          12         101337     3.958477   34416      1.344375  
6400       3          15         94250      3.681641   32558      1.271797  
6400       3          11         93931      3.669180   32124      1.254844  
6400       3          16         89953      3.513789   30696      1.199063  
6400       3          15         105698     4.128828   36866      1.440078  
6400       5          21         162701     4.237005   33338      0.868177  
6400       5          13         173660     4.522396   35732      0.930521  
6400       5          14         147038     3.829115   29834      0.776927  
6400       5          25         141809     3.692943   28700      0.747396  
6400       5          12         157658     4.105677   32188      0.838229  
6400       5          9          147863     3.850599   29940      0.779688  
6400       5          17         155813     4.057630   31798      0.828073  
6400       5          17         158066     4.116302   32232      0.839375  
6400       5          22         143949     3.748672   29170      0.759635  
6400       5          16         163120     4.247917   33412      0.870104  
6400       5          14         154203     4.015703   31412      0.818021  
6400       5          19         156629     4.078880   31984      0.832917  
6400       5          11         141536     3.685833   28610      0.745052  
6400       5          12         154329     4.018984   31426      0.818385  
6400       5          14         178817     4.656693   36788      0.958021  
6400       5          10         158620     4.130729   32394      0.843594  
6400       5          11         145156     3.780104   29402      0.765677  
6400       5          20         139934     3.644115   28278      0.736406  
6400       5          14         155180     4.041146   31644      0.824063  
6400       5          8          135692     3.533646   27076      0.705104  
6400       5          12         146754     3.821719   29780      0.775521  
6400       5          13         145871     3.798724   29578      0.770260  
6400       5          18         168634     4.391510   34618      0.901510  
6400       5          16         153975     4.009766   31390      0.817448  
6400       5          12         152326     3.966823   30992      0.807083  
6400       5          21         141685     3.689714   28666      0.746510  
6400       5          17         137290     3.575260   27672      0.720625  
6400       5          9          152996     3.984271   31104      0.810000  
6400       5          13         157104     4.091250   31968      0.832500  
6400       5          18         155305     4.044401   31682      0.825052  
6400       5          26         158745     4.133984   32466      0.845469  
6400       5          16         169022     4.401615   34724      0.904271  
6400       5          12         157360     4.097917   32138      0.836927  
6400       5          15         146726     3.820990   29778      0.775469  
6400       5          11         146775     3.822266   29754      0.774844  
6400       5          16         148962     3.879219   30276      0.788438  
6400       5          17         162304     4.226667   33224      0.865208  
6400       5          14         167277     4.356172   34330      0.894010  
6400       5          18         182315     4.747786   37676      0.981146  
6400       5          13         151957     3.957214   30930      0.805469  
6400       5          12         139052     3.621146   28062      0.730781  
6400       5          9          171994     4.479010   35372      0.921146  
6400       5          10         151976     3.957708   30920      0.805208  
6400       5          14         155454     4.048281   31712      0.825833  
6400       5          9          151610     3.948177   30712      0.799792  
6400       5          17         162589     4.234089   33294      0.867031  
6400       5          12         153734     4.003490   31316      0.815521  
6400       5          10         141155     3.675911   28288      0.736667  
6400       5          18         167180     4.353646   34328      0.893958  
6400       5          13         161681     4.210443   33086      0.861615  
6400       5          13         165797     4.317630   34002      0.885469  
6400       5          13         167444     4.360521   34362      0.894844  
6400       5          10         134641     3.506276   27048      0.704375  
6400       5          13         145249     3.782526   29446      0.766823  
6400       5          20         154796     4.031146   31570      0.822135  
6400       5          20         172819     4.500495   35564      0.926146  
6400       5          11         174520     4.544792   35942      0.935990  
6400       5          15         183903     4.789141   37550      0.977865  
6400       5          10         149654     3.897240   30322      0.789635  
6400       5          14         154734     4.029531   31538      0.821302  
6400       5          9          136350     3.550781   27432      0.714375  
6400       5          15         141495     3.684766   28618      0.745260  
6400       5          10         158180     4.119271   32234      0.839427  
6400       5          12         156059     4.064036   31846      0.829323  
6400       5          13         156047     4.063724   31750      0.826823  
6400       5          12         170500     4.440104   34990      0.911198  
6400       5          16         172193     4.484193   35432      0.922708  
6400       5          16         152471     3.970599   31054      0.808698  
6400       5          9          128599     3.348932   25706      0.669427  
6400       5          12         139275     3.626953   28112      0.732083  
6400       5          11         147312     3.836250   29886      0.778281  
6400       5          18         166217     4.328568   34106      0.888177  
6400       5          9          173709     4.523672   35686      0.929323  
6400       5          11         154381     4.020339   31464      0.819375  
6400       5          11         145635     3.792578   29526      0.768906  
6400       5          9          152615     3.974349   31034      0.808177  
6400       5          13         172210     4.484635   35428      0.922604  
6400       5          17         152671     3.975807   31100      0.809896  
6400       5          13         155861     4.058880   31782      0.827656  
6400       5          12         157556     4.103021   32168      0.837708  
6400       5          14         162095     4.221224   33190      0.864323  
6400       5          9          156410     4.073177   31872      0.830000  
6400       5          11         161726     4.211615   33048      0.860625  
6400       5          12         162945     4.243359   33346      0.868385  
6400       5          19         144107     3.752786   29202      0.760469  
6400       5          17         161973     4.218047   33148      0.863229  
6400       5          16         165400     4.307292   33918      0.883281  
6400       5          18         144776     3.770208   29352      0.764375  
6400       5          15         163430     4.255990   33374      0.869115  
6400       5          19         155912     4.060208   31814      0.828490  
6400       5          18         141753     3.691484   28674      0.746719  
6400       5          14         158086     4.116823   32272      0.840417  
6400       5          15         143769     3.743984   29064      0.756875  
6400       5          18         136487     3.554349   27504      0.716250  
6400       5          16         145092     3.778438   29416      0.766042  
6400       5          19         150467     3.918411   30616      0.797292  
6400       5          14         138779     3.614036   28010      0.729427  
6400       5          17         150782     3.926615   30672      0.798750  
6400       5          14         154142     4.014115   31426      0.818385  
6400       5          17         156568     4.077292   31944      0.831875  
6400       7          18         222780     4.351172   32322      0.631289  
6400       7          16         215004     4.199297   31128      0.607969  
6400       7          17         263199     5.140605   38542      0.752773  
6400       7          17         241240     4.711719   35164      0.686797  
6400       7          18         240954     4.706133   35122      0.685977  
6400       7          13         231271     4.517012   33624      0.656719  
6400       7          15         216285     4.224316   31322      0.611758  
6400       7          12         217137     4.240957   31448      0.614219  
6400       7          18         219258     4.282383   31784      0.620781  
6400       7          19         213082     4.161758   30836      0.602266  
6400       7          18         216788     4.234141   31400      0.613281  
6400       7          18         234595     4.581934   34142      0.666836  
6400       7          16         225053     4.395566   32612      0.636953  
6400       7          12         188262     3.676992   27008      0.527500  
6400       7          16         183394     3.581914   26264      0.512969  
6400       7          14         194044     3.789922   27900      0.544922  
6400       7          19         238046     4.649336   34676      0.677266  
6400       7          15         221011     4.316621   32050      0.625977  
6400       7          12         194594     3.800664   27862      0.544180  
6400       7          26         227807     4.449355   33110      0.646680  
6400       7          16         232823     4.547324   33864      0.661406  
6400       7          14         212525     4.150879   30740      0.600391  
6400       7          18         226181     4.417598   32850      0.641602  
6400       7          23         213934     4.178398   30972      0.604922  
6400       7          15         231873     4.528770   33722      0.658633  
6400       7          16         202231     3.949824   29160      0.569531  
6400       7          18         233659     4.563652   33998      0.664023  
6400       7          18         206447     4.032168   29814      0.582305  
6400       7          14         222669     4.349004   32302      0.630898  
6400       7          18         206174     4.026836   29772      0.581484  
6400       7          11         195502     3.818398   28112      0.549063  
6400       7          9          244850     4.782227   35706      0.697383  
6400       7          26         246402     4.812539   35968      0.702500  
6400       7          8          163414     3.191680   23166      0.452461  
6400       7          18         197689     3.861113   28466      0.555977  
6400       7          13         213605     4.171973   30902      0.603555  
6400       7          16         231474     4.520977   33660      0.657422  
6400       7          15         228038     4.453867   33122      0.646914  
6400       7          18         205563     4.014902   29678      0.579648  
6400       7          16         202725     3.959473   29238      0.571055  
6400       7          16         226469     4.423223   32888      0.642344  
6400       7          14         228741     4.467598   33238      0.649180  
6400       7          15         240349     4.694316   35026      0.684102  
6400       7          21         224064     4.376250   32528      0.635313  
6400       7          22         232426     4.539570   33812      0.660391  
6400       7          21         224965     4.393848   32666      0.638008  
6400       7          11         221538     4.326914   32120      0.627344  
6400       7          14         232144     4.534063   33750      0.659180  
6400       7          12         219536     4.287813   31814      0.621367  
6400       7          19         243239     4.750762   35470      0.692773  
6400       7          16         231090     4.513477   33600      0.656250  
6400       7          16         218761     4.272676   31706      0.619258  
6400       7          23         213457     4.169082   30898      0.603477  
6400       7          25         205692     4.017422   29706      0.580195  
6400       7          18         255571     4.991621   37328      0.729063  
6400       7          10         202368     3.952500   29172      0.569766  
6400       7          13         228021     4.453535   33124      0.646953  
6400       7          19         242587     4.738027   35374      0.690898  
6400       7          19         238574     4.659648   34756      0.678828  
6400       7          13         194462     3.798086   27964      0.546172  
6400       7          12         239363     4.675059   34862      0.680898  
6400       7          12         188179     3.675371   26992      0.527188  
6400       7          16         195088     3.810313   28064      0.548125  
6400       7          17         222347     4.342715   32258      0.630039  
6400       7          21         239993     4.687363   34978      0.683164  
6400       7          16         201884     3.943047   29078      0.567930  
6400       7          22         195950     3.827148   28204      0.550859  
6400       7          17         176193     3.441270   25124      0.490703  
6400       7          19         207219     4.047246   29934      0.584648  
6400       7          17         219522     4.287539   31820      0.621484  
6400       7          15         199477     3.896035   28738      0.561289  
6400       7          17         213992     4.179531   30970      0.604883  
6400       7          13         181289     3.540801   25932      0.506484  
6400       7          20         190792     3.726406   27408      0.535313  
6400       7          15         233159     4.553887   33920      0.662500  
6400       7          15         198359     3.874199   28566      0.557930  
6400       7          17         188906     3.689570   27112      0.529531  
6400       7          13         210548     4.112266   30428      0.594297  
6400       7          14         184484     3.603203   26422      0.516055  
6400       7          20         205288     4.009531   29628      0.578672  
6400       7          17         271395     5.300684   39800      0.777344  
6400       7          11         233427     4.559121   33944      0.662969  
6400       7          18         194253     3.794004   27938      0.545664  
6400       7          16         199774     3.901836   28784      0.562188  
6400       7          19         222980     4.355078   32358      0.631992  
6400       7          10         253530     4.951758   37010      0.722852  
6400       7          14         204890     4.001758   29564      0.577422  
6400       7          20         195953     3.827207   28202      0.550820  
6400       7          11         208910     4.080273   30180      0.589453  
6400       7          15         206159     4.026543   29766      0.581367  
6400       7          11         209551     4.092793   30278      0.591367  
6400       7          14         238040     4.649219   34664      0.677031  
6400       7          16         212963     4.159434   30814      0.601836  
6400       7          17         211694     4.134648   30620      0.598047  
6400       7          16         224715     4.388965   32622      0.637148  
6400       7          14         196144     3.830938   28220      0.551172  
6400       7          16         232866     4.548164   33876      0.661641  
6400       7          23         201129     3.928301   29002      0.566445  
6400       7          14         204336     3.990938   29482      0.575820  
6400       7          17         207479     4.052324   29970      0.585352  
6400       9          21         269069     4.204203   30174      0.471469  
6400       9          16         318766     4.980719   36012      0.562688  
6400       9          16         265600     4.150000   29760      0.465000  
6400       9          15         250208     3.909500   27948      0.436688  
6400       9          26         245270     3.832344   27380      0.427813  
6400       9          18         247237     3.863078   27602      0.431281  
6400       9          27         268516     4.195563   30116      0.470563  
6400       9          21         258903     4.045359   28978      0.452781  
6400       9          20         256278     4.004344   28668      0.447938  
6400       9          14         222695     3.479609   24710      0.386094  
6400       9          17         230519     3.601859   25634      0.400531  
6400       9          14         258032     4.031750   28864      0.451000  
6400       9          20         257984     4.031000   28868      0.451063  
6400       9          14         245390     3.834219   27380      0.427813  
6400       9          32         278138     4.345906   31252      0.488313  
6400       9          14         243246     3.800719   27126      0.423844  
6400       9          18         285238     4.456844   32068      0.501063  
6400       9          14         213267     3.332297   23598      0.368719  
6400       9          21         277195     4.331172   31130      0.486406  
6400       9          16         243959     3.811859   27214      0.425219  
6400       9          19         256645     4.010078   28710      0.448594  
6400       9          22         299437     4.678703   33746      0.527281  
6400       9          15         306690     4.792031   34592      0.540500  
6400       9          20         268135     4.189609   30062      0.469719  
6400       9          22         256683     4.010672   28718      0.448719  
6400       9          15         261096     4.079625   29228      0.456688  
6400       9          23         255602     3.993781   28592      0.446750  
6400       9          17         269160     4.205625   30180      0.471563  
6400       9          19         289489     4.523266   32574      0.508969  
6400       9          14         267327     4.176984   29958      0.468094  
6400       9          21         235358     3.677469   26208      0.409500  
6400       9          18         256056     4.000875   28638      0.447469  
6400       9          15         224830     3.512969   24960      0.390000  
6400       9          21         288143     4.502234   32418      0.506531  
6400       9          19         257359     4.021234   28794      0.449906  
6400       9          26         264854     4.138344   29684      0.463813  
6400       9          18         250926     3.920719   28036      0.438063  
6400       9          14         271332     4.239563   30432      0.475500  
6400       9          19         292838     4.575594   32968      0.515125  
6400       9          18         247645     3.869453   27650      0.432031  
6400       9          17         266627     4.166047   29882      0.466906  
6400       9          19         293659     4.588422   33062      0.516594  
6400       9          22         275026     4.297281   30876      0.482438  
6400       9          23         237820     3.715938   26500      0.414063  
6400       9          16         244883     3.826297   27322      0.426906  
6400       9          14         237799     3.715609   26486      0.413844  
6400       9          13         265575     4.149609   29752      0.464875  
6400       9          24         284475     4.444922   31990      0.499844  
6400       9          16         267334     4.177094   29964      0.468188  
6400       9          15         243085     3.798203   27110      0.423594  
6400       9          11         278148     4.346063   31220      0.487813  
6400       9          15         247828     3.872313   27668      0.432313  
6400       9          20         244939     3.827172   27334      0.427094  
6400       9          21         211745     3.308516   23430      0.366094  
6400       9          21         336140     5.252188   38064      0.594750  
6400       9          20         254782     3.980969   28492      0.445188  
6400       9          15         247853     3.872703   27670      0.432344  
6400       9          22         245548     3.836688   27408      0.428250  
6400       9          17         255050     3.985156   28520      0.445625  
6400       9          21         265227     4.144172   29722      0.464406  
6400       9          19         236168     3.690125   26300      0.410938  
6400       9          16         288992     4.515500   32512      0.508000  
6400       9          18         262816     4.106500   29434      0.459906  
6400       9          19         254469     3.976078   28454      0.444594  
6400       9          21         301181     4.705953   33950      0.530469  
6400       9          18         271653     4.244578   30474      0.476156  
6400       9          15         259218     4.050281   29008      0.453250  
6400       9          26         277306     4.332906   31148      0.486688  
6400       9          22         261426     4.084781   29276      0.457438  
6400       9          16         235629     3.681703   26234      0.409906  
6400       9          17         257753     4.027391   28838      0.450594  
6400       9          20         283495     4.429609   31870      0.497969  
6400       9          20         243987     3.812297   27222      0.425344  
6400       9          19         239305     3.739141   26670      0.416719  
6400       9          20         261888     4.092000   29328      0.458250  
6400       9          18         245188     3.831063   27360      0.427500  
6400       9          15         235792     3.684250   26252      0.410188  
6400       9          24         243165     3.799453   27130      0.423906  
6400       9          22         241485     3.773203   26930      0.420781  
6400       9          25         257486     4.023219   28816      0.450250  
6400       9          20         249597     3.899953   27882      0.435656  
6400       9          15         259966     4.061969   29096      0.454625  
6400       9          22         256445     4.006953   28690      0.448281  
6400       9          15         261775     4.090234   29306      0.457906  
6400       9          16         261503     4.085984   29278      0.457469  
6400       9          21         258529     4.039516   28934      0.452094  
6400       9          21         278555     4.352422   31290      0.488906  
6400       9          24         248401     3.881266   27746      0.433531  
6400       9          20         255581     3.993453   28586      0.446656  
6400       9          23         309526     4.836344   34936      0.545875  
6400       9          13         287424     4.491000   32324      0.505063  
6400       9          15         244734     3.823969   27304      0.426625  
6400       9          19         232403     3.631297   25858      0.404031  
6400       9          14         240484     3.757563   26800      0.418750  
6400       9          19         279697     4.370266   31422      0.490969  
6400       9          21         282235     4.409922   31722      0.495656  
6400       9          17         290414     4.537719   32654      0.510219  
6400       9          17         223515     3.492422   24810      0.387656  
6400       9          21         272231     4.253609   30546      0.477281  
6400       9          18         238890     3.732656   26620      0.415938  
6400       11         23         309632     4.031667   28296      0.368438  
6400       11         22         292256     3.805417   26640      0.346875  
6400       11         21         297161     3.869284   27106      0.352943  
6400       11         19         264782     3.447682   24020      0.312760  
6400       11         19         326879     4.256237   29934      0.389766  
6400       11         19         307643     4.005768   28102      0.365911  
6400       11         16         284348     3.702448   25880      0.336979  
6400       11         18         274055     3.568424   24902      0.324245  
6400       11         20         272687     3.550612   24774      0.322578  
6400       11         16         283319     3.689049   25782      0.335703  
6400       11         27         326069     4.245690   29866      0.388880  
6400       11         26         329609     4.291784   30202      0.393255  
6400       11         18         288335     3.754362   26262      0.341953  
6400       11         22         342908     4.464948   31464      0.409688  
6400       11         19         290906     3.787839   26508      0.345156  
6400       11         13         272750     3.551432   24772      0.322552  
6400       11         23         325823     4.242487   29838      0.388516  
6400       11         24         303236     3.948385   27688      0.360521  
6400       11         15         259244     3.375573   23488      0.305833  
6400       11         20         322247     4.195924   29494      0.384036  
6400       11         22         250634     3.263464   22676      0.295260  
6400       11         26         306761     3.994284   28026      0.364922  
6400       11         18         331994     4.322839   30420      0.396094  
6400       11         14         345545     4.499284   31706      0.412839  
6400       11         19         302750     3.942057   27636      0.359844  
6400       11         28         284015     3.698112   25862      0.336745  
6400       11         14         307199     3.999987   28054      0.365286  
6400       11         20         367649     4.787096   33818      0.440339  
6400       11         23         306503     3.990924   27998      0.364557  
6400       11         21         276266     3.597214   25116      0.327031  
6400       11         25         291800     3.799479   26600      0.346354  
6400       11         17         293185     3.817513   26722      0.347943  
6400       11         18         315488     4.107917   28848      0.375625  
6400       11         23         297074     3.868151   27100      0.352865  
6400       11         20         360635     4.695768   33150      0.431641  
6400       11         24         324635     4.227018   29726      0.387057  
6400       11         22         307271     4.000924   28070      0.365495  
6400       11         25         311477     4.055690   28474      0.370755  
6400       11         24         319763     4.163581   29262      0.381016  
6400       11         16         326180     4.247135   29864      0.388854  
6400       11         22         277766     3.616745   25260      0.328906  
6400       11         20         287429     3.742565   26178      0.340859  
6400       11         21         269084     3.503698   24432      0.318125  
6400       11         17         337529     4.394909   30946      0.402943  
6400       11         25         301775     3.929362   27550      0.358724  
6400       11         24         327281     4.261471   29978      0.390339  
6400       11         13         281432     3.664479   25598      0.333307  
6400       11         26         341117     4.441628   31298      0.407526  
6400       11         29         298220     3.883073   27216      0.354375  
6400       11         19         312431     4.068112   28558      0.371849  
6400       11         27         369657     4.813242   34000      0.442708  
6400       11         24         331733     4.319440   30402      0.395859  
6400       11         14         267047     3.477174   24230      0.315495  
6400       11         17         291127     3.790716   26526      0.345391  
6400       11         28         285674     3.719714   26020      0.338802  
6400       11         22         322685     4.201628   29538      0.384609  
6400       11         25         342641     4.461471   31442      0.409401  
6400       11         34         372584     4.851354   34304      0.446667  
6400       11         21         286724     3.733385   26112      0.340000  
6400       11         22         256094     3.334557   23196      0.302031  
6400       11         16         299552     3.900417   27328      0.355833  
6400       11         13         282452     3.677760   25696      0.334583  
6400       11         24         267074     3.477526   24244      0.315677  
6400       11         20         265631     3.458737   24102      0.313828  
6400       11         26         312011     4.062643   28526      0.371432  
6400       11         19         313565     4.082878   28666      0.373255  
6400       11         29         333416     4.341354   30568      0.398021  
6400       11         27         315128     4.103229   28824      0.375313  
6400       11         23         349931     4.556393   32134      0.418411  
6400       11         21         282398     3.677057   25700      0.334635  
6400       11         19         333284     4.339635   30544      0.397708  
6400       11         19         295694     3.850182   26964      0.351094  
6400       11         27         294422     3.833620   26852      0.349635  
6400       11         23         280043     3.646393   25478      0.331745  
6400       11         20         270734     3.525182   24588      0.320156  
6400       11         18         286697     3.733034   26106      0.339922  
6400       11         19         296996     3.867135   27088      0.352708  
6400       11         24         289985     3.775846   26426      0.344089  
6400       11         19         318479     4.146862   29134      0.379349  
6400       11         23         329687     4.292799   30206      0.393307  
6400       11         17         275642     3.589089   25052      0.326198  
6400       11         21         306023     3.984674   27950      0.363932  
6400       11         21         355520     4.629167   32664      0.425313  
6400       11         20         256958     3.345807   23276      0.303073  
6400       11         23         297347     3.871706   27126      0.353203  
