N          d          No Go Home Go Home   
400        15         10430      6694      
400        15         10439      6852      
400        15         13330      6608      
400        15         12477      6704      
400        15         12076      6761      
400        15         10155      6676      
400        15         10299      6549      
400        15         9633       6774      
400        15         11340      7019      
400        15         12860      6650      
400        15         12326      6538      
400        15         11255      6672      
400        15         10768      6454      
400        15         11823      6935      
400        15         9599       6782      
400        15         12787      6965      
400        15         11094      6824      
400        15         12948      6786      
400        15         10769      6650      
400        15         9541       6658      
400        15         13615      6565      
400        15         10603      6635      
400        15         9811       7056      
400        15         10504      6761      
400        15         10486      6671      
400        15         12545      6817      
400        15         13081      6857      
400        15         9397       6382      
400        15         10738      6825      
400        15         13117      7474      
400        15         9659       6770      
400        15         16462      6850      
400        15         14000      6785      
400        15         12184      6577      
400        15         9461       6388      
400        15         10077      6599      
400        15         10040      6742      
400        15         12029      6707      
400        15         14155      6788      
400        15         9608       6724      
400        15         9531       6334      
400        15         10510      6690      
400        15         10629      6640      
400        15         10171      6793      
400        15         11193      6562      
400        15         9765       6550      
400        15         9175       6471      
400        15         11618      6922      
400        15         8917       6867      
400        15         9398       7140      
400        15         10023      6883      
400        15         9705       6673      
400        15         10478      6574      
800        3          6070       5821      
800        3          5904       5876      
800        3          5612       5078      
800        3          6072       5882      
800        3          6233       6544      
800        3          7284       7300      
800        3          8195       7451      
800        3          6399       5322      
800        3          10030      6123      
800        3          7841       6390      
800        3          5680       6514      
800        3          6268       6527      
800        3          6518       6224      
800        3          6726       7268      
800        3          7290       7290      
800        3          6523       6194      
800        3          6613       6613      
800        3          6363       6477      
800        3          6234       5850      
800        3          7078       6051      
800        3          8212       6007      
800        3          6318       6317      
800        3          8413       5968      
800        3          6892       6343      
800        3          6424       6513      
800        3          6028       6026      
800        3          6054       6652      
800        3          5887       5614      
800        3          6115       5659      
800        3          6341       6304      
800        3          6092       6396      
800        3          6549       6550      
800        3          6973       6879      
800        3          7930       7901      
800        3          6084       6007      
800        3          6066       5955      
800        3          6872       6872      
800        3          7453       6409      
800        3          7542       5628      
800        3          6715       6022      
800        3          6346       7470      
800        3          7521       6725      
800        3          10859      6181      
800        3          7131       5602      
800        3          5435       5434      
800        3          7956       5208      
800        3          6123       6123      
800        3          7301       6918      
800        3          6307       7036      
800        3          5601       6168      
800        3          6370       6049      
800        3          5747       5685      
800        3          7384       6618      
800        3          6812       6224      
800        3          6366       5496      
800        3          5486       5805      
800        3          6608       5880      
800        3          5819       5516      
800        3          6568       6413      
800        3          7631       5902      
800        3          6446       6234      
800        3          10065      5895      
800        3          6048       6056      
800        3          9806       6077      
800        3          6803       6048      
800        3          8023       5575      
800        3          6998       6776      
800        3          7446       6000      
800        3          6912       7018      
800        3          6960       6267      
800        3          6064       5551      
800        3          6896       5739      
800        3          6047       6047      
800        3          6337       5695      
800        3          6681       6680      
800        3          9133       7653      
800        3          9970       7085      
800        3          6335       6179      
800        3          6873       6969      
800        3          6581       6004      
800        3          6099       5763      
800        3          6539       6855      
800        3          6303       5742      
800        3          6182       6160      
800        3          8193       5782      
800        3          8031       6078      
800        3          7299       5957      
800        3          6595       5541      
800        3          6473       6692      
800        3          6506       6038      
800        3          7982       5953      
800        3          6931       6209      
800        3          9493       6626      
800        3          5936       6353      
800        3          7187       6288      
800        3          6033       8106      
800        3          6814       5987      
800        3          6757       6174      
800        3          6179       5550      
800        3          6452       5687      
800        5          9498       8290      
800        5          7797       7753      
800        5          9496       8399      
800        5          8463       7380      
800        5          9615       8096      
800        5          8146       8055      
800        5          9385       7427      
800        5          10043      8093      
800        5          8894       8476      
800        5          7818       7919      
800        5          8166       7939      
800        5          8092       7658      
800        5          8441       7586      
800        5          9100       8169      
800        5          8565       8096      
800        5          8586       7626      
800        5          8623       7082      
800        5          8251       7239      
800        5          8059       8186      
800        5          8493       7992      
800        5          10472      7636      
800        5          13128      8636      
800        5          9292       7586      
800        5          8120       8311      
800        5          10257      9099      
800        5          8314       9199      
800        5          7707       7560      
800        5          8381       8433      
800        5          9634       7368      
800        5          8316       7335      
800        5          9471       7878      
800        5          12876      7450      
800        5          9386       8020      
800        5          10311      7383      
800        5          12258      7183      
800        5          8354       7997      
800        5          10153      7728      
800        5          8922       8398      
800        5          9023       7951      
800        5          8716       7679      
800        5          9449       7690      
800        5          9870       7372      
800        5          10341      7344      
800        5          7686       7160      
800        5          9680       7944      
800        5          8528       7956      
800        5          8055       7184      
800        5          8218       7621      
800        5          8437       7873      
800        5          8339       8270      
800        5          11080      7642      
800        5          8309       7920      
800        5          7829       7871      
800        5          8681       7465      
800        5          8917       7582      
800        5          8121       8065      
800        5          7844       8053      
800        5          8823       7760      
800        5          8918       7529      
800        5          10824      7662      
800        5          9082       8704      
800        5          9119       7548      
800        5          8802       7822      
800        5          9056       8600      
800        5          9993       8689      
800        5          10389      7403      
800        5          9545       7551      
800        5          8470       8181      
800        5          8099       7867      
800        5          8375       7690      
800        5          8596       7527      
800        5          9944       7436      
800        5          8040       8098      
800        5          8684       7628      
800        5          7966       8732      
800        5          8752       7480      
800        5          9592       7732      
800        5          8363       7465      
800        5          9356       7763      
800        5          7861       7661      
800        5          9331       7786      
800        5          8180       7305      
800        5          12235      7733      
800        5          8975       7623      
800        5          9413       8610      
800        5          8245       7929      
800        5          8885       7579      
800        5          10737      6673      
800        5          8854       8481      
800        5          8364       7646      
800        5          8525       7652      
800        5          8422       7788      
800        5          9147       8360      
800        5          9716       7742      
800        5          9094       7298      
800        5          9395       7250      
800        5          9625       8680      
800        5          7339       7924      
800        5          7804       6897      
800        5          8281       8026      
800        7          12393      9827      
800        7          11697      8939      
800        7          10167      9432      
800        7          10560      8988      
800        7          11152      9570      
800        7          11447      8583      
800        7          10043      9900      
800        7          11638      10352     
800        7          15660      9559      
800        7          9801       9140      
800        7          11693      10591     
800        7          10307      10118     
800        7          11127      9563      
800        7          10943      9813      
800        7          9926       9310      
800        7          12150      10257     
800        7          9351       8844      
800        7          10848      9264      
800        7          14321      9197      
800        7          9932       9299      
800        7          10987      8918      
800        7          15718      9280      
800        7          10439      9771      
800        7          14513      9243      
800        7          10416      9345      
800        7          11491      8921      
800        7          11414      9002      
800        7          12579      8866      
800        7          12688      9088      
800        7          12047      8658      
800        7          10396      9619      
800        7          11761      9192      
800        7          12460      9386      
800        7          10365      9237      
800        7          12753      10178     
800        7          14588      9576      
800        7          11486      9659      
800        7          13763      9577      
800        7          11661      9315      
800        7          14516      9046      
800        7          11004      9045      
800        7          12153      9113      
800        7          12205      9258      
800        7          11103      10084     
800        7          10665      9276      
800        7          13048      9230      
800        7          10646      9776      
800        7          10746      9545      
800        7          13007      9172      
800        7          11376      9477      
800        7          11013      9308      
800        7          13083      10012     
800        7          10696      9365      
800        7          11177      10263     
800        7          10392      8961      
800        7          12238      10113     
800        7          18317      8700      
800        7          10904      9448      
800        7          11570      9751      
800        7          11026      9743      
800        7          12415      8688      
800        7          11463      9203      
800        7          13318      10171     
800        7          13339      9241      
800        7          10443      8788      
800        7          11357      9143      
800        7          12208      9224      
800        7          10486      9471      
800        7          10675      9475      
800        7          10210      9690      
800        7          10340      10796     
800        7          9993       9558      
800        7          9192       9099      
800        7          13893      9137      
800        7          11577      9787      
800        7          10733      9454      
800        7          10206      9165      
800        7          13693      9717      
800        7          17462      9522      
800        7          11333      9409      
800        7          11635      10369     
800        7          10193      9879      
800        7          10580      9213      
800        7          10648      8891      
800        7          9898       9351      
800        7          10378      9259      
800        7          9715       9830      
800        7          10399      9341      
800        7          11320      9415      
800        7          9822       9731      
800        7          11510      9146      
800        7          10390      10678     
800        7          15137      10065     
800        7          16385      9495      
800        7          11136      8428      
800        7          11266      9472      
800        7          13663      9631      
800        7          9633       9644      
800        7          11412      8853      
800        7          12184      10273     
800        9          13813      10877     
800        9          13772      10330     
800        9          15826      10446     
800        9          14031      10857     
800        9          13430      11424     
800        9          13799      10345     
800        9          12423      11826     
800        9          14613      11004     
800        9          14169      10593     
800        9          12283      11020     
800        9          16150      11165     
800        9          16673      10489     
800        9          14801      10179     
800        9          12583      10861     
800        9          13234      11136     
800        9          13011      9955      
800        9          17041      11270     
800        9          13892      10057     
800        9          14727      10136     
800        9          13108      10765     
800        9          13024      10388     
800        9          15988      10686     
800        9          13929      10398     
800        9          13459      9978      
800        9          14651      10490     
800        9          14360      10983     
800        9          14161      10869     
800        9          14637      12075     
800        9          12353      10681     
800        9          13626      10708     
800        9          13962      11647     
800        9          12549      10764     
800        9          12496      11225     
800        9          20755      10525     
800        9          13681      10967     
800        9          15092      10456     
800        9          14958      11235     
800        9          12020      10188     
800        9          13431      10535     
800        9          12086      10948     
800        9          14783      11095     
800        9          13330      11243     
800        9          16848      11391     
800        9          13244      10197     
800        9          16138      10482     
800        9          14957      11293     
800        9          14346      10266     
800        9          13680      10408     
800        9          13760      10667     
800        9          13965      10389     
800        9          14149      10318     
800        9          13435      10911     
800        9          12183      10679     
800        9          13718      10261     
800        9          13943      11107     
800        9          15662      11028     
800        9          12446      10672     
800        9          14414      11573     
800        9          15041      10754     
800        9          13163      10517     
800        9          14613      9992      
800        9          14387      10444     
800        9          13735      10192     
800        9          12541      10582     
800        9          13720      10471     
800        9          15710      9917      
800        9          13857      11114     
800        9          22893      11247     
800        9          13469      10596     
800        9          12221      11234     
800        9          13259      10990     
800        9          13950      10540     
800        9          13602      10545     
800        9          12465      10320     
800        9          12776      10341     
800        9          14483      10507     
800        9          16687      10032     
800        9          14692      11655     
800        9          12308      10970     
800        9          14946      10921     
800        9          13816      11231     
800        9          15396      10626     
800        9          12692      11212     
800        9          12003      10309     
800        9          14255      10855     
800        9          14190      10112     
800        9          13277      10735     
800        9          14625      10817     
800        9          13997      10671     
800        9          15369      11002     
800        9          12316      11447     
800        9          12837      11507     
800        9          14265      10730     
800        9          12937      10715     
800        9          12643      10991     
800        9          15249      11469     
800        9          14565      10594     
800        9          15121      10704     
800        9          14652      11296     
800        9          13444      11373     
800        11         15040      12647     
800        11         17880      11869     
800        11         15646      12251     
800        11         18569      12391     
800        11         18464      11854     
800        11         17389      12360     
800        11         17678      11864     
800        11         21426      12102     
800        11         13750      12522     
800        11         14622      11974     
800        11         19313      11380     
800        11         17080      12665     
800        11         16378      12918     
800        11         15174      11597     
800        11         20515      12328     
800        11         14022      12938     
800        11         23538      12313     
800        11         15433      12186     
800        11         18051      12551     
800        11         16155      12126     
800        11         19819      11634     
800        11         19110      11977     
800        11         16050      12297     
800        11         15505      12383     
800        11         14987      12222     
800        11         20427      11764     
800        11         15399      12145     
800        11         15833      12201     
800        11         15268      11473     
800        11         17188      12073     
800        11         20500      12033     
800        11         17957      11708     
800        11         17994      12176     
800        11         22042      12396     
800        11         18567      12130     
800        11         18159      12609     
800        11         20164      12495     
800        11         16731      11814     
800        11         13622      11425     
800        11         17353      12252     
800        11         16627      12082     
800        11         16498      12123     
800        11         15731      11714     
800        11         14119      12066     
800        11         16616      12086     
800        11         17048      11950     
800        11         16647      11828     
800        11         17912      12105     
800        11         16786      12355     
800        11         14834      12613     
800        11         15033      12459     
800        11         19080      11416     
800        11         14340      11723     
800        11         18958      11378     
800        11         15270      12134     
800        11         15766      11721     
800        11         14155      11501     
800        11         15688      11912     
800        11         17309      12331     
800        11         18465      11230     
800        11         17719      12778     
800        11         16004      12134     
800        11         16254      11852     
800        11         13841      12184     
800        11         18590      12468     
800        11         15927      11896     
800        11         17679      12230     
800        11         19582      11896     
800        11         16840      11863     
800        11         16676      12491     
800        11         16964      11804     
800        11         14208      12191     
800        11         20083      12019     
800        11         18001      13095     
800        11         22768      11522     
800        11         19355      12389     
800        11         15906      12205     
800        11         19510      12702     
800        11         15151      12339     
800        11         13920      11706     
800        11         15457      12409     
800        11         15684      11882     
800        11         15782      11829     
800        11         17637      11972     
800        11         18582      11931     
800        11         16283      12970     
800        11         16301      12238     
800        11         18631      11169     
800        11         18335      11912     
800        11         18847      12620     
800        11         15520      11661     
800        11         15241      12545     
800        11         16972      11959     
800        11         16706      11570     
800        11         16557      11960     
800        11         16602      11941     
800        11         16577      12466     
800        11         17836      12894     
800        11         20802      10960     
800        11         19373      12445     
800        13         19615      13239     
800        13         17880      13765     
800        13         18138      13778     
800        13         20166      13027     
800        13         17668      13034     
800        13         18744      13705     
800        13         18688      13649     
800        13         18033      14015     
800        13         22946      13828     
800        13         18533      13506     
800        13         20037      12928     
800        13         19295      13041     
800        13         17613      13487     
800        13         20030      13780     
800        13         17730      13454     
800        13         17391      13476     
800        13         21053      13396     
800        13         18836      13131     
800        13         22529      12812     
800        13         19558      13363     
800        13         18422      13150     
800        13         18295      13640     
800        13         21703      14056     
800        13         19720      14029     
800        13         16260      13222     
800        13         16046      13397     
800        13         21077      13741     
800        13         20265      12906     
800        13         19269      13477     
800        13         19697      13811     
800        13         18343      13319     
800        13         19768      12934     
800        13         22775      13278     
800        13         19557      12747     
800        13         18416      12941     
800        13         20104      13721     
800        13         17840      13296     
800        13         17924      13590     
800        13         17274      14173     
800        13         18162      13663     
800        13         23167      12835     
800        13         20124      13345     
800        13         20320      12944     
800        13         18426      13414     
800        13         20144      13396     
800        13         22930      13237     
800        13         18266      12536     
800        13         16839      13560     
800        13         21116      13491     
800        13         19200      13738     
800        13         21563      13347     
800        13         19251      13420     
800        13         18127      13394     
800        13         18153      14024     
800        13         16696      14146     
800        13         22716      13189     
800        13         17681      13365     
800        13         20735      13140     
800        13         28171      13705     
800        13         20573      13773     
800        13         22200      12794     
800        13         16978      13048     
800        13         18290      13384     
800        13         18609      14020     
800        13         18556      12835     
800        13         18870      13627     
800        13         17868      13321     
800        13         19494      13140     
800        13         17370      12570     
800        13         20581      13093     
800        13         24047      13164     
800        13         18010      13174     
800        13         19661      13359     
800        13         18865      14311     
800        13         21747      13483     
800        13         22238      13191     
800        13         17793      13704     
800        13         21085      13418     
800        13         19149      13333     
800        13         19763      13950     
800        13         17463      13689     
800        13         21272      13551     
800        13         17573      13434     
800        13         19147      12971     
800        13         17907      13527     
800        13         21835      13147     
800        13         19256      13080     
800        13         18412      12674     
800        13         20084      12912     
800        13         19570      13136     
800        13         19737      12833     
800        13         18301      13605     
800        13         19835      13055     
800        13         20603      13461     
800        13         18907      13951     
800        13         19723      13543     
800        13         17136      12962     
800        13         20732      13933     
800        13         19312      12887     
800        13         19554      12860     
800        15         19359      14670     
800        15         21519      14818     
800        15         23521      15038     
800        15         23098      14985     
800        15         21235      14563     
800        15         21433      15049     
800        15         21396      15162     
800        15         19634      14495     
800        15         20770      14779     
800        15         20242      14699     
800        15         19213      14516     
800        15         20360      14362     
800        15         19822      15144     
800        15         20070      14507     
800        15         22641      14450     
800        15         19604      14120     
800        15         20693      14621     
800        15         22392      14859     
800        15         26231      14941     
800        15         22832      15177     
800        15         20932      15037     
800        15         21096      14280     
800        15         22548      14815     
800        15         29116      14341     
800        15         18765      14923     
800        15         20293      14471     
800        15         19363      15017     
800        15         21509      14575     
800        15         23473      14808     
800        15         22513      14157     
800        15         19654      14691     
800        15         20264      14557     
800        15         18362      13841     
800        15         23637      14965     
800        15         21062      14815     
800        15         19773      14857     
800        15         21685      14716     
800        15         19424      14958     
800        15         21567      14682     
800        15         21046      14305     
800        15         20195      15329     
800        15         20303      14403     
800        15         20819      14651     
800        15         22560      14817     
800        15         21316      14259     
800        15         21645      14423     
800        15         20097      14858     
800        15         20169      14367     
800        15         19801      14279     
800        15         20477      14950     
800        15         19556      14000     
800        15         21115      14135     
800        15         21545      14601     
800        15         22000      14807     
800        15         24055      14239     
800        15         20237      15086     
800        15         21634      14581     
800        15         28406      14463     
800        15         20844      15524     
800        15         20137      15092     
800        15         20820      14706     
800        15         20782      14375     
800        15         19420      14329     
800        15         23302      15258     
800        15         20170      14339     
800        15         18140      14323     
800        15         21718      14825     
800        15         20919      13735     
800        15         20948      14750     
800        15         19226      14285     
800        15         18931      14536     
800        15         35681      14253     
800        15         24106      15162     
800        15         22034      14625     
800        15         20424      14519     
800        15         27050      16091     
800        15         31301      14365     
800        15         19355      14545     
800        15         21484      14248     
800        15         20055      13718     
800        15         21443      14661     
800        15         20198      14790     
800        15         19886      14911     
800        15         23425      14386     
800        15         22418      15391     
800        15         21015      14710     
800        15         21004      14868     
800        15         20586      14960     
800        15         20697      14549     
800        15         20629      14847     
800        15         23734      13781     
800        15         31259      14756     
800        15         19619      15230     
800        15         25717      15348     
800        15         18998      14537     
800        15         20238      15101     
800        15         25406      14770     
800        15         21760      14394     
800        15         22407      15005     
800        15         20740      14110     
1600       3          12571      13216     
1600       3          13387      13254     
1600       3          17931      11868     
1600       3          14237      13260     
1600       3          16533      13386     
1600       3          12675      14011     
1600       3          14878      12376     
1600       3          13768      13768     
1600       3          15446      12652     
1600       3          14446      13129     
1600       3          15559      13375     
1600       3          12972      12016     
1600       3          17612      15041     
1600       3          13457      13457     
1600       3          16151      12461     
1600       3          16833      16819     
1600       3          13177      12390     
1600       3          15363      15632     
1600       3          13638      11690     
1600       3          13465      12408     
1600       3          13495      14755     
1600       3          19405      13430     
1600       3          13996      12992     
1600       3          12321      12321     
1600       3          12966      14729     
1600       3          14000      12142     
1600       3          14204      16295     
1600       3          13298      13298     
1600       3          15781      14113     
1600       3          14889      12046     
1600       3          14652      13611     
1600       3          16787      12573     
1600       3          16788      13437     
1600       3          14194      12498     
1600       3          12933      14366     
1600       3          16202      14568     
1600       3          16493      13071     
1600       3          19494      12490     
1600       3          18240      13717     
1600       3          12010      12261     
1600       3          12532      12929     
1600       3          15207      12634     
1600       3          18020      13716     
1600       3          15787      12915     
1600       3          13888      13888     
1600       3          14407      12822     
1600       3          24732      11814     
1600       3          14386      15044     
1600       3          14383      11785     
1600       3          13399      12557     
1600       3          13875      14094     
1600       3          12457      13008     
1600       3          14648      17924     
1600       3          15193      13216     
1600       3          12495      13443     
1600       3          13560      13560     
1600       3          13987      12032     
1600       3          13761      13186     
1600       3          18225      12207     
1600       3          16624      13901     
1600       3          12193      12193     
1600       3          13889      13443     
1600       3          15313      12823     
1600       3          15698      15244     
1600       3          12599      14741     
1600       3          16290      12660     
1600       3          16811      14013     
1600       3          15692      12954     
1600       3          14146      12600     
1600       3          16925      14539     
1600       3          17664      13911     
1600       3          14820      13732     
1600       3          13136      12553     
1600       3          21789      13685     
1600       3          11890      11888     
1600       3          14489      12119     
1600       3          15052      13709     
1600       3          16986      13354     
1600       3          14445      15634     
1600       3          13298      13598     
1600       3          18470      12174     
1600       3          15935      13110     
1600       3          12040      12375     
1600       3          12365      13021     
1600       3          14635      13088     
1600       3          12801      12159     
1600       3          13299      15108     
1600       3          12944      13815     
1600       3          13090      14196     
1600       3          20947      13760     
1600       3          13177      12349     
1600       3          15127      13697     
1600       3          14589      13335     
1600       3          16773      12953     
1600       3          13910      12729     
1600       3          18183      12516     
1600       3          11928      13291     
1600       3          12883      13105     
1600       3          13322      12119     
1600       3          14083      12305     
1600       5          19123      15971     
1600       5          20240      18495     
1600       5          18946      16738     
1600       5          18085      17739     
1600       5          21768      17131     
1600       5          22999      17021     
1600       5          18228      18612     
1600       5          19519      18365     
1600       5          25665      17582     
1600       5          20044      15941     
1600       5          15293      15103     
1600       5          17554      15686     
1600       5          21089      17338     
1600       5          22100      16385     
1600       5          20270      18506     
1600       5          20900      17677     
1600       5          17974      14828     
1600       5          20901      16194     
1600       5          17131      15408     
1600       5          20006      16431     
1600       5          17110      17523     
1600       5          16692      15405     
1600       5          19541      16594     
1600       5          16353      17130     
1600       5          24205      16689     
1600       5          17297      16960     
1600       5          18110      16465     
1600       5          17905      18416     
1600       5          18770      16290     
1600       5          24137      16026     
1600       5          19262      16631     
1600       5          20063      16686     
1600       5          19610      16125     
1600       5          19186      17114     
1600       5          21725      17745     
1600       5          20228      16626     
1600       5          18685      17682     
1600       5          17606      18142     
1600       5          18862      17456     
1600       5          18892      16535     
1600       5          16917      18718     
1600       5          26109      17225     
1600       5          19287      18151     
1600       5          17374      18006     
1600       5          17940      16643     
1600       5          18264      16087     
1600       5          16899      16056     
1600       5          18544      17557     
1600       5          17646      17399     
1600       5          22122      17363     
1600       5          20116      17441     
1600       5          19618      17472     
1600       5          19561      17788     
1600       5          20777      18478     
1600       5          17089      16001     
1600       5          17768      18184     
1600       5          18307      16612     
1600       5          20838      17792     
1600       5          23889      17324     
1600       5          21294      16484     
1600       5          18564      18290     
1600       5          18708      19085     
1600       5          17876      16063     
1600       5          17906      17288     
1600       5          20972      15833     
1600       5          25699      16815     
1600       5          16037      16874     
1600       5          16385      17051     
1600       5          17117      15317     
1600       5          20910      17611     
1600       5          21370      17550     
1600       5          18333      17513     
1600       5          22565      18878     
1600       5          18143      16765     
1600       5          16407      18087     
1600       5          23023      16865     
1600       5          21512      16455     
1600       5          18056      16604     
1600       5          18788      16112     
1600       5          19957      16278     
1600       5          19139      17128     
1600       5          19603      16446     
1600       5          20243      17280     
1600       5          17166      17450     
1600       5          19071      15947     
1600       5          17499      17256     
1600       5          19679      15820     
1600       5          20514      17434     
1600       5          24087      17752     
1600       5          16886      16673     
1600       5          19137      16664     
1600       5          22224      16239     
1600       5          21009      15827     
1600       5          17306      15605     
1600       5          17316      18341     
1600       5          16383      16616     
1600       5          24881      17811     
1600       5          17966      16759     
1600       5          20580      17111     
1600       5          17741      16014     
1600       7          23699      19935     
1600       7          24083      20002     
1600       7          28530      19462     
1600       7          28955      21140     
1600       7          26086      20268     
1600       7          31067      21493     
1600       7          22136      18838     
1600       7          23923      19994     
1600       7          22698      19234     
1600       7          22653      19568     
1600       7          22451      19596     
1600       7          19812      20023     
1600       7          25145      19156     
1600       7          31206      20026     
1600       7          30042      20968     
1600       7          27345      18773     
1600       7          22640      18760     
1600       7          23104      18818     
1600       7          21852      21797     
1600       7          23461      19725     
1600       7          20914      20152     
1600       7          34601      19857     
1600       7          22236      20651     
1600       7          21338      17696     
1600       7          25297      19616     
1600       7          32927      22130     
1600       7          22724      19181     
1600       7          25566      20199     
1600       7          22897      20664     
1600       7          23453      21412     
1600       7          23081      19913     
1600       7          23409      19316     
1600       7          25486      20504     
1600       7          21601      20746     
1600       7          29531      19519     
1600       7          34382      19048     
1600       7          23369      19156     
1600       7          38122      20092     
1600       7          25458      19699     
1600       7          22838      19144     
1600       7          27613      21045     
1600       7          22340      20641     
1600       7          28435      20438     
1600       7          21336      18563     
1600       7          21245      20471     
1600       7          23094      20312     
1600       7          22420      20027     
1600       7          24487      20392     
1600       7          21841      19731     
1600       7          24058      21716     
1600       7          22456      19173     
1600       7          25792      21650     
1600       7          23679      22126     
1600       7          22419      18382     
1600       7          23281      19634     
1600       7          23329      20052     
1600       7          36957      23133     
1600       7          24346      20427     
1600       7          24643      19715     
1600       7          21992      21026     
1600       7          23355      19984     
1600       7          23331      20950     
1600       7          21372      19027     
1600       7          22839      18550     
1600       7          19969      19675     
1600       7          21839      21100     
1600       7          22341      20290     
1600       7          21825      19491     
1600       7          24896      21119     
1600       7          23046      20383     
