Count      N          d          Go Home   
1710     640        15         8915      
975     640        15         7493      
495     640        15         10257     
135     640        15         7658      
225     640        15         7159      
1005     640        15         10244     
1080     640        15         8742      
690     640        15         9109      
645     640        15         8627      
1695     640        15         7537      
870     640        15         8345      
840     640        15         8280      
1695     640        15         10230     
1740     640        15         7611      
1650     640        15         7809      
195     640        15         8647      
1710     640        15         10181     
1440     640        15         8181      
1545     640        15         8655      
1365     640        15         8373      
915     640        15         7183      
525     640        15         10715     
1320     640        15         8778      
900     640        15         7939      
165     640        15         9937      
1230     640        15         8573      
1440     640        15         8225      
1545     640        15         8974      
1620     640        15         8881      
1680     640        15         9745      
1500     640        15         7853      
1590     640        15         8036      
420     640        15         8523      
1155     640        15         7461      
1200     640        15         9059      
795     640        15         8916      
390     640        15         9422      
1440     640        15         8930      
1545     640        15         7244      
450     640        15         9737      
1350     640        15         8911      
1785     640        15         11443     
591     1280       3          7663      
333     1280       3          7824      
2268     1280       3          9354      
1704     1280       3          8192      
2103     1280       3          8398      
1734     1280       3          7666      
2379     1280       3          8332      
393     1280       3          8020      
1965     1280       3          7703      
1449     1280       3          7903      
1263     1280       3          7948      
2394     1280       3          7940      
798     1280       3          7652      
2235     1280       3          9063      
756     1280       3          7985      
2139     1280       3          8077      
2451     1280       3          7873      
558     1280       3          7809      
2121     1280       3          11693     
2232     1280       3          8646      
783     1280       3          8132      
1164     1280       3          8335      
1824     1280       3          8477      
1800     1280       3          8228      
1605     1280       3          8161      
744     1280       3          7138      
2658     1280       3          8155      
1836     1280       3          9124      
738     1280       3          8593      
1272     1280       3          8990      
498     1280       3          9431      
2070     1280       3          8082      
1665     1280       3          7931      
1695     1280       3          8599      
1497     1280       3          8292      
927     1280       3          8497      
1956     1280       3          9249      
1791     1280       3          9439      
1152     1280       3          7275      
2079     1280       3          7831      
525     1280       3          8817      
1317     1280       3          7642      
2262     1280       3          8069      
2097     1280       3          9017      
1008     1280       3          8824      
1602     1280       3          9041      
1890     1280       3          7754      
1830     1280       3          8210      
1494     1280       3          7652      
2034     1280       3          10172     
1170     1280       3          7836      
666     1280       3          8382      
1230     1280       3          7911      
2301     1280       3          8494      
2148     1280       3          7389      
888     1280       3          8275      
516     1280       3          7310      
1839     1280       3          8147      
2235     1280       3          9483      
2199     1280       3          9504      
780     1280       3          8533      
636     1280       3          8223      
1398     1280       3          8970      
1149     1280       3          9133      
1746     1280       3          9286      
288     1280       3          8292      
2466     1280       3          8753      
657     1280       3          7746      
2211     1280       3          8812      
1512     1280       3          9154      
2322     1280       3          7676      
528     1280       3          7694      
1602     1280       3          7854      
1176     1280       3          8070      
1491     1280       3          8141      
1251     1280       3          8738      
1440     1280       3          8276      
1887     1280       3          10165     
450     1280       3          8454      
2493     1280       3          8697      
2205     1280       3          7877      
2430     1280       3          9829      
570     1280       3          7357      
2007     1280       3          7087      
555     1280       3          10038     
2052     1280       3          10524     
1329     1280       3          8010      
1533     1280       3          8822      
1179     1280       3          9878      
2193     1280       3          8096      
1686     1280       3          7592      
2007     1280       3          8088      
2316     1280       3          10135     
795     1280       3          7448      
1431     1280       3          9988      
1131     1280       3          8647      
2064     1280       3          8140      
2088     1280       3          8975      
1389     1280       3          8114      
156     1280       3          8738      
1055     1280       5          13929     
775     1280       5          10776     
800     1280       5          15424     
680     1280       5          9524      
1980     1280       5          9380      
710     1280       5          10182     
1820     1280       5          11813     
725     1280       5          10392     
2110     1280       5          10299     
1165     1280       5          10586     
1825     1280       5          11464     
365     1280       5          10307     
980     1280       5          9729      
2240     1280       5          11930     
2130     1280       5          11181     
1650     1280       5          12907     
675     1280       5          10843     
1260     1280       5          8948      
380     1280       5          10849     
1110     1280       5          13059     
1370     1280       5          10297     
1425     1280       5          10194     
990     1280       5          9454      
840     1280       5          8789      
875     1280       5          9728      
350     1280       5          11765     
1355     1280       5          11297     
1115     1280       5          11261     
1070     1280       5          10033     
965     1280       5          10957     
1440     1280       5          10000     
1705     1280       5          12054     
175     1280       5          9941      
730     1280       5          11591     
1940     1280       5          10418     
240     1280       5          10608     
310     1280       5          10604     
670     1280       5          10684     
2035     1280       5          10899     
1900     1280       5          12729     
1580     1280       5          9647      
1220     1280       5          12606     
1895     1280       5          12363     
575     1280       5          10164     
1735     1280       5          12414     
980     1280       5          13278     
1895     1280       5          14561     
615     1280       5          10741     
1810     1280       5          14265     
1205     1280       5          11845     
735     1280       5          12404     
1920     1280       5          10422     
815     1280       5          10923     
1880     1280       5          11611     
1085     1280       5          12767     
1715     1280       5          9829      
2445     1280       5          11460     
1985     1280       5          11431     
305     1280       5          9933      
605     1280       5          9991      
1025     1280       5          10019     
2000     1280       5          9772      
565     1280       5          9990      
690     1280       5          9383      
1325     1280       5          11552     
1920     1280       5          10928     
1020     1280       5          10294     
1970     1280       5          10245     
395     1280       5          11232     
1975     1280       5          13392     
1915     1280       5          10918     
495     1280       5          13274     
1850     1280       5          11071     
635     1280       5          9833      
2235     1280       5          12401     
1085     1280       5          10746     
1320     1280       5          13121     
970     1280       5          11973     
1410     1280       5          10830     
945     1280       5          9999      
1440     1280       5          11979     
1695     1280       5          10532     
620     1280       5          10433     
1290     1280       5          11130     
1160     1280       5          10729     
780     1280       5          10077     
690     1280       5          11545     
1200     1280       5          12419     
1270     1280       5          9228      
1775     1280       5          11936     
1245     1280       5          12941     
1810     1280       5          11597     
640     1280       5          10696     
280     1280       5          10273     
945     1280       5          11677     
620     1280       5          10393     
810     1280       5          10428     
630     1280       5          10891     
1465     1280       5          10189     
1885     1280       5          10028     
1057     1280       7          14457     
189     1280       7          12023     
1757     1280       7          13607     
637     1280       7          13847     
1610     1280       7          12271     
1890     1280       7          16376     
140     1280       7          11636     
2149     1280       7          16857     
1925     1280       7          13739     
931     1280       7          13756     
1547     1280       7          13712     
1862     1280       7          13117     
119     1280       7          10640     
511     1280       7          11475     
322     1280       7          12558     
2254     1280       7          14019     
532     1280       7          14615     
2156     1280       7          13631     
889     1280       7          15776     
1379     1280       7          12109     
707     1280       7          14549     
1505     1280       7          11477     
252     1280       7          12522     
1197     1280       7          15340     
2359     1280       7          11765     
2212     1280       7          13117     
1099     1280       7          16213     
2016     1280       7          13220     
1106     1280       7          11754     
427     1280       7          12396     
2233     1280       7          11524     
2149     1280       7          14463     
406     1280       7          12426     
1960     1280       7          11502     
1596     1280       7          12143     
1820     1280       7          14455     
371     1280       7          10945     
1554     1280       7          12551     
1120     1280       7          13614     
287     1280       7          10759     
1351     1280       7          12254     
1750     1280       7          11620     
1512     1280       7          12487     
469     1280       7          13024     
1995     1280       7          15934     
1288     1280       7          13381     
1855     1280       7          16123     
1610     1280       7          14567     
602     1280       7          14206     
1694     1280       7          11433     
1372     1280       7          13168     
609     1280       7          13380     
2051     1280       7          11747     
2191     1280       7          14507     
2184     1280       7          15467     
329     1280       7          11288     
1365     1280       7          12447     
1379     1280       7          12643     
1918     1280       7          14869     
245     1280       7          15797     
1484     1280       7          10903     
539     1280       7          12282     
1743     1280       7          14661     
798     1280       7          12513     
2093     1280       7          12337     
1456     1280       7          15800     
1386     1280       7          14282     
798     1280       7          14877     
1617     1280       7          14958     
1225     1280       7          13875     
1470     1280       7          12900     
672     1280       7          14144     
1246     1280       7          13515     
2149     1280       7          13400     
2100     1280       7          13729     
2093     1280       7          15179     
413     1280       7          14880     
1491     1280       7          14152     
791     1280       7          11344     
707     1280       7          14020     
630     1280       7          14380     
2016     1280       7          11685     
273     1280       7          15887     
1211     1280       7          12715     
2051     1280       7          12474     
343     1280       7          13141     
1043     1280       7          11345     
798     1280       7          11707     
1946     1280       7          11313     
2044     1280       7          16685     
987     1280       7          14196     
1099     1280       7          11825     
2338     1280       7          14981     
2037     1280       7          12861     
1372     1280       7          12024     
1428     1280       7          10484     
2044     1280       7          12916     
1036     1280       7          13390     
1106     1280       7          13157     
1127     1280       7          14960     
1323     1280       9          14617     
2547     1280       9          13730     
756     1280       9          15574     
2205     1280       9          11954     
738     1280       9          15638     
2781     1280       9          12990     
1503     1280       9          15797     
945     1280       9          12403     
1755     1280       9          17220     
459     1280       9          18016     
1710     1280       9          15726     
684     1280       9          14057     
180     1280       9          16721     
2439     1280       9          15232     
405     1280       9          14898     
1620     1280       9          14160     
1917     1280       9          17720     
1890     1280       9          15130     
954     1280       9          13456     
1827     1280       9          13453     
2250     1280       9          16930     
2169     1280       9          16860     
2106     1280       9          20466     
2295     1280       9          18068     
1044     1280       9          16643     
261     1280       9          14449     
2340     1280       9          23093     
504     1280       9          13618     
1413     1280       9          17008     
297     1280       9          15861     
1053     1280       9          14314     
1611     1280       9          13890     
2511     1280       9          12798     
2385     1280       9          18037     
2529     1280       9          17464     
2151     1280       9          15045     
549     1280       9          14323     
2394     1280       9          17595     
414     1280       9          15035     
2313     1280       9          15621     
459     1280       9          12680     
189     1280       9          14839     
1782     1280       9          16065     
2664     1280       9          19354     
1359     1280       9          14634     
468     1280       9          14136     
1521     1280       9          14389     
765     1280       9          14058     
1782     1280       9          13595     
2448     1280       9          19996     
2421     1280       9          14148     
738     1280       9          13258     
963     1280       9          17081     
2619     1280       9          15804     
1638     1280       9          13589     
558     1280       9          16122     
2196     1280       9          19295     
2286     1280       9          11004     
2214     1280       9          18279     
864     1280       9          19501     
576     1280       9          13322     
1053     1280       9          15925     
540     1280       9          12820     
504     1280       9          16131     
1098     1280       9          18183     
2718     1280       9          16096     
684     1280       9          13262     
999     1280       9          12355     
2259     1280       9          15776     
1773     1280       9          18065     
549     1280       9          15299     
414     1280       9          13811     
2340     1280       9          14640     
1161     1280       9          13926     
630     1280       9          15892     
2538     1280       9          13792     
2313     1280       9          16672     
2376     1280       9          22284     
855     1280       9          14112     
2394     1280       9          13156     
981     1280       9          16058     
1269     1280       9          16745     
1188     1280       9          16978     
414     1280       9          13192     
459     1280       9          14043     
1017     1280       9          17125     
774     1280       9          15683     
1278     1280       9          16740     
1575     1280       9          15981     
2457     1280       9          14444     
2106     1280       9          17665     
1701     1280       9          17271     
864     1280       9          12081     
2466     1280       9          12544     
1881     1280       9          11953     
2322     1280       9          16865     
2457     1280       9          16048     
666     1280       9          16712     
639     1280       9          13762     
1899     1280       9          18549     
1144     1280       11         14396     
319     1280       11         14840     
1639     1280       11         14349     
1749     1280       11         14981     
220     1280       11         13483     
1727     1280       11         19279     
902     1280       11         16394     
880     1280       11         17462     
484     1280       11         12800     
572     1280       11         16808     
715     1280       11         16911     
2750     1280       11         19033     
2640     1280       11         14869     
2574     1280       11         15682     
110     1280       11         15863     
1012     1280       11         18898     
594     1280       11         18019     
814     1280       11         14096     
2673     1280       11         21000     
803     1280       11         16720     
2860     1280       11         16567     
1155     1280       11         17225     
1243     1280       11         13802     
693     1280       11         19508     
1078     1280       11         16088     
2519     1280       11         18632     
1760     1280       11         20230     
2453     1280       11         17768     
2354     1280       11         17699     
1012     1280       11         18781     
2893     1280       11         18907     
671     1280       11         14183     
539     1280       11         16607     
2046     1280       11         19492     
759     1280       11         18326     
2651     1280       11         14261     
2838     1280       11         18156     
1947     1280       11         16219     
1419     1280       11         18120     
352     1280       11         14932     
1870     1280       11         15164     
2563     1280       11         18066     
2640     1280       11         15569     
2728     1280       11         14180     
627     1280       11         14052     
781     1280       11         17097     
2574     1280       11         16440     
2816     1280       11         24079     
2552     1280       11         15255     
2497     1280       11         19605     
935     1280       11         18502     
2706     1280       11         17651     
1760     1280       11         14745     
1254     1280       11         14886     
2475     1280       11         20055     
1122     1280       11         17073     
187     1280       11         13605     
1210     1280       11         17268     
1639     1280       11         16413     
385     1280       11         14911     
1023     1280       11         15112     
2717     1280       11         16780     
825     1280       11         21303     
2420     1280       11         19913     
473     1280       11         19577     
1694     1280       11         22036     
1617     1280       11         14723     
2596     1280       11         15788     
253     1280       11         14421     
1100     1280       11         17794     
726     1280       11         17726     
2277     1280       11         20672     
2497     1280       11         13262     
1166     1280       11         18181     
638     1280       11         14686     
2464     1280       11         13649     
1463     1280       11         16164     
1243     1280       11         14892     
2607     1280       11         15148     
1496     1280       11         18814     
2574     1280       11         15740     
2530     1280       11         16478     
792     1280       11         19271     
99     1280       11         12873     
1375     1280       11         15304     
891     1280       11         13819     
616     1280       11         17111     
2211     1280       11         17227     
1056     1280       11         14887     
1496     1280       11         15740     
902     1280       11         14778     
121     1280       11         14122     
2651     1280       11         15840     
2376     1280       11         17649     
154     1280       11         16797     
440     1280       11         17769     
1078     1280       11         15015     
2640     1280       11         14489     
836     1280       11         16881     
649     1280       11         15391     
2288     1280       13         17342     
2548     1280       13         16710     
2314     1280       13         17197     
2431     1280       13         21689     
1963     1280       13         21289     
1638     1280       13         24030     
1677     1280       13         16405     
1508     1280       13         19703     
728     1280       13         17757     
559     1280       13         16615     
1352     1280       13         18493     
1417     1280       13         18889     
1768     1280       13         17208     
767     1280       13         17306     
1404     1280       13         22370     
1638     1280       13         17449     
1534     1280       13         19769     
2275     1280       13         23284     
988     1280       13         17004     
1053     1280       13         19101     
2288     1280       13         20046     
2275     1280       13         18149     
1963     1280       13         16053     
1027     1280       13         17599     
1560     1280       13         16346     
1846     1280       13         19567     
1794     1280       13         16524     
1495     1280       13         17904     
1976     1280       13         20443     
2431     1280       13         17501     
2210     1280       13         18337     
2184     1280       13         22004     
1729     1280       13         19095     
975     1280       13         24304     
1105     1280       13         17352     
2262     1280       13         16285     
1742     1280       13         14984     
715     1280       13         16647     
949     1280       13         21649     
1404     1280       13         22801     
988     1280       13         19254     
1742     1280       13         19862     
1560     1280       13         18622     
1573     1280       13         20248     
1859     1280       13         20211     
2418     1280       13         23401     
2548     1280       13         18226     
1274     1280       13         18443     
1846     1280       13         15221     
1560     1280       13         18401     
2639     1280       13         15506     
1664     1280       13         19141     
2600     1280       13         18620     
2457     1280       13         16108     
299     1280       13         14822     
1313     1280       13         16712     
1079     1280       13         15598     
2470     1280       13         19504     
2496     1280       13         17479     
2262     1280       13         19901     
1261     1280       13         17365     
2275     1280       13         24967     
1014     1280       13         15884     
1729     1280       13         21874     
338     1280       13         14439     
2197     1280       13         18534     
2262     1280       13         19797     
1144     1280       13         22380     
1560     1280       13         17351     
1690     1280       13         17540     
1872     1280       13         16486     
1404     1280       13         21499     
1443     1280       13         18014     
2418     1280       13         17803     
1599     1280       13         17315     
2067     1280       13         21647     
1482     1280       13         18923     
2509     1280       13         23092     
2353     1280       13         15237     
1144     1280       13         14007     
1118     1280       13         18129     
2223     1280       13         16135     
533     1280       13         19091     
1339     1280       13         14727     
2379     1280       13         16907     
1534     1280       13         20950     
1729     1280       13         28498     
2340     1280       13         16362     
1508     1280       13         15233     
2288     1280       13         19724     
2431     1280       13         15964     
2249     1280       13         17710     
533     1280       13         17939     
2197     1280       13         20068     
1599     1280       13         20173     
1157     1280       13         20264     
1105     1280       13         17000     
1924     1280       13         16585     
1040     1280       13         16277     
1378     1280       13         19286     
2475     1280       15         18535     
2265     1280       15         18273     
720     1280       15         20162     
1785     1280       15         18861     
2625     1280       15         18072     
1020     1280       15         21584     
2610     1280       15         19019     
2190     1280       15         19591     
2580     1280       15         17992     
1455     1280       15         23138     
510     1280       15         18055     
2415     1280       15         23843     
2355     1280       15         20070     
2625     1280       15         21320     
2625     1280       15         20972     
2310     1280       15         19910     
2370     1280       15         24043     
2640     1280       15         22602     
1845     1280       15         18013     
2070     1280       15         17015     
2430     1280       15         17031     
1035     1280       15         15127     
705     1280       15         20604     
2640     1280       15         17728     
1425     1280       15         16021     
1395     1280       15         19102     
180     1280       15         18246     
2355     1280       15         18701     
2145     1280       15         19356     
1200     1280       15         17557     
2505     1280       15         18776     
375     1280       15         18171     
1245     1280       15         23314     
1470     1280       15         21117     
1035     1280       15         16963     
555     1280       15         19245     
285     1280       15         17204     
1845     1280       15         16820     
2505     1280       15         20346     
2490     1280       15         22043     
1260     1280       15         17028     
1875     1280       15         21592     
645     1280       15         20918     
2670     1280       15         20681     
2010     1280       15         20700     
2055     1280       15         16835     
2370     1280       15         18181     
645     1280       15         17863     
2640     1280       15         20971     
1875     1280       15         19082     
315     1280       15         20961     
2085     1280       15         18891     
660     1280       15         20734     
2640     1280       15         18585     
930     1280       15         17936     
2535     1280       15         17096     
2145     1280       15         21274     
2040     1280       15         20287     
2265     1280       15         21422     
2655     1280       15         18161     
2460     1280       15         18750     
2370     1280       15         20602     
1785     1280       15         17326     
1695     1280       15         16092     
2565     1280       15         20877     
405     1280       15         15640     
2415     1280       15         16842     
210     1280       15         16709     
2520     1280       15         26511     
2640     1280       15         20004     
2490     1280       15         21149     
2040     1280       15         19967     
2520     1280       15         17586     
2235     1280       15         17496     
495     1280       15         16213     
1875     1280       15         20584     
2820     1280       15         18093     
2175     1280       15         14531     
765     1280       15         16208     
1845     1280       15         20495     
2070     1280       15         22194     
240     1280       15         16677     
1710     1280       15         16792     
2505     1280       15         21524     
1710     1280       15         18554     
450     1280       15         21657     
2535     1280       15         20407     
1095     1280       15         17066     
2010     1280       15         17821     
2370     1280       15         19415     
2100     1280       15         16975     
2700     1280       15         16498     
2505     1280       15         19487     
945     1280       15         16420     
2220     1280       15         19211     
915     1280       15         17139     
960     1280       15         19313     
225     1280       15         16703     
1110     1280       15         17443     
2430     1280       15         15795     
375     2560       3          17675     
2202     2560       3          17942     
1653     2560       3          19221     
2751     2560       3          16171     
4863     2560       3          17986     
846     2560       3          17591     
1695     2560       3          16830     
4479     2560       3          16086     
1194     2560       3          16069     
744     2560       3          17833     
1014     2560       3          19800     
2763     2560       3          18286     
4227     2560       3          17536     
2919     2560       3          16244     
573     2560       3          15241     
3552     2560       3          20873     
3525     2560       3          18084     
4170     2560       3          15251     
4407     2560       3          15863     
2523     2560       3          18435     
4560     2560       3          17650     
4398     2560       3          17442     
3516     2560       3          19701     
1977     2560       3          17414     
4056     2560       3          17163     
4503     2560       3          19201     
4554     2560       3          18165     
1743     2560       3          18788     
3681     2560       3          16604     
4908     2560       3          16886     
4509     2560       3          18988     
804     2560       3          15555     
3438     2560       3          18828     
3012     2560       3          16649     
4680     2560       3          18073     
1215     2560       3          17191     
1008     2560       3          19771     
2181     2560       3          15184     
4548     2560       3          16931     
3198     2560       3          16868     
3303     2560       3          23182     
1971     2560       3          17558     
4812     2560       3          20004     
4689     2560       3          18506     
4494     2560       3          17733     
3324     2560       3          19580     
1566     2560       3          18000     
5031     2560       3          16651     
4365     2560       3          17255     
2433     2560       3          18746     
921     2560       3          15825     
2721     2560       3          17082     
1446     2560       3          16323     
4146     2560       3          18720     
1749     2560       3          16224     
300     2560       3          17527     
4269     2560       3          24268     
3426     2560       3          18585     
4557     2560       3          17387     
4431     2560       3          17388     
630     2560       3          18564     
1134     2560       3          15882     
3069     2560       3          18540     
4638     2560       3          17033     
3357     2560       3          17540     
906     2560       3          16479     
3051     2560       3          17908     
1278     2560       3          17187     
3261     2560       3          19722     
2643     2560       3          18550     
774     2560       3          17781     
3522     2560       3          17948     
2580     2560       3          15897     
2493     2560       3          17105     
4470     2560       3          17825     
4416     2560       3          16156     
855     2560       3          16562     
4608     2560       3          17406     
4335     2560       3          15876     
4497     2560       3          17885     
4446     2560       3          17436     
1245     2560       3          17706     
2784     2560       3          17811     
4230     2560       3          17513     
1731     2560       3          20194     
3816     2560       3          18621     
2799     2560       3          17871     
3339     2560       3          16434     
4686     2560       3          16929     
1251     2560       3          18435     
2952     2560       3          15392     
4593     2560       3          17940     
3795     2560       3          18792     
864     2560       3          17829     
4692     2560       3          17290     
2511     2560       3          18318     
1590     2560       3          17463     
1386     2560       3          18610     
1347     2560       3          18102     
4359     2560       3          18640     
3890     2560       5          30340     
2150     2560       5          23359     
1145     2560       5          26860     
3635     2560       5          25646     
2795     2560       5          22307     
2395     2560       5          25904     
1850     2560       5          24936     
3900     2560       5          22400     
1745     2560       5          21707     
1465     2560       5          21864     
3575     2560       5          23122     
1070     2560       5          20368     
1335     2560       5          25635     
495     2560       5          23281     
2130     2560       5          25389     
1640     2560       5          22959     
3770     2560       5          24032     
3730     2560       5          25237     
2945     2560       5          23926     
3610     2560       5          27420     
940     2560       5          23920     
3730     2560       5          22925     
4055     2560       5          22294     
1065     2560       5          23870     
1655     2560       5          24063     
3800     2560       5          22247     
3770     2560       5          24132     
3600     2560       5          22373     
3935     2560       5          24397     
3835     2560       5          19876     
3705     2560       5          22837     
2735     2560       5          22646     
3375     2560       5          21250     
1095     2560       5          23478     
3780     2560       5          22830     
3695     2560       5          27890     
1120     2560       5          21260     
4125     2560       5          21708     
445     2560       5          27893     
3645     2560       5          30959     
215     2560       5          27747     
2675     2560       5          23867     
1355     2560       5          19817     
3680     2560       5          22782     
3410     2560       5          24723     
3875     2560       5          26074     
2710     2560       5          25246     
965     2560       5          22700     
3400     2560       5          21164     
3060     2560       5          22911     
3365     2560       5          25122     
1330     2560       5          22966     
1185     2560       5          22243     
2960     2560       5          23031     
2705     2560       5          24563     
3655     2560       5          18512     
2770     2560       5          24272     
2060     2560       5          22463     
2630     2560       5          21621     
1370     2560       5          23161     
3765     2560       5          23062     
1610     2560       5          23025     
375     2560       5          22407     
3375     2560       5          20063     
1840     2560       5          20982     
2940     2560       5          26360     
3650     2560       5          26158     
3965     2560       5          28623     
2775     2560       5          21983     
1155     2560       5          23361     
1430     2560       5          22894     
445     2560       5          22624     
3445     2560       5          25530     
4200     2560       5          22032     
2580     2560       5          25011     
3860     2560       5          24336     
1505     2560       5          24654     
3475     2560       5          21674     
225     2560       5          19362     
1075     2560       5          21773     
3185     2560       5          20507     
2670     2560       5          25549     
1585     2560       5          24877     
3865     2560       5          25843     
3850     2560       5          21321     
1340     2560       5          25344     
1885     2560       5          21982     
3815     2560       5          25354     
3820     2560       5          22106     
1300     2560       5          24129     
4055     2560       5          26621     
3920     2560       5          24695     
4135     2560       5          24366     
1150     2560       5          23963     
2505     2560       5          20677     
1510     2560       5          24480     
1525     2560       5          25229     
2290     2560       5          22451     
3875     2560       5          26241     
1455     2560       5          23431     
2492     2560       7          28092     
3052     2560       7          27611     
273     2560       7          28986     
4102     2560       7          36534     
2968     2560       7          27826     
574     2560       7          27018     
3857     2560       7          29993     
4102     2560       7          28925     
427     2560       7          29801     
2982     2560       7          24061     
2709     2560       7          27326     
4354     2560       7          29217     
4326     2560       7          28084     
1736     2560       7          30967     
4305     2560       7          25288     
4193     2560       7          32533     
3010     2560       7          34642     
938     2560       7          29728     
3465     2560       7          26910     
3976     2560       7          34705     
4249     2560       7          27498     
4032     2560       7          31202     
371     2560       7          27559     
4235     2560       7          34296     
3031     2560       7          23497     
3822     2560       7          28697     
4354     2560       7          30571     
3185     2560       7          29014     
3192     2560       7          26471     
3871     2560       7          27657     
4242     2560       7          27641     
4109     2560       7          39152     
4263     2560       7          32554     
2212     2560       7          28525     
3983     2560       7          31494     
2219     2560       7          27556     
4221     2560       7          26398     
3766     2560       7          27821     
2786     2560       7          35715     
1869     2560       7          28267     
3976     2560       7          23554     
2506     2560       7          29021     
1435     2560       7          27941     
3255     2560       7          28460     
2905     2560       7          24232     
3255     2560       7          32839     
1379     2560       7          24651     
2772     2560       7          26701     
4102     2560       7          27672     
2268     2560       7          29127     
2303     2560       7          27645     
1309     2560       7          32552     
2835     2560       7          28629     
4193     2560       7          26877     
3969     2560       7          30218     
364     2560       7          27478     
1911     2560       7          29071     
3332     2560       7          31741     
4277     2560       7          26513     
938     2560       7          28372     
1729     2560       7          26532     
3927     2560       7          33563     
812     2560       7          25143     
4319     2560       7          30194     
4074     2560       7          26095     
931     2560       7          26099     
3094     2560       7          30973     
3241     2560       7          33703     
1463     2560       7          25367     
2149     2560       7          28838     
4179     2560       7          30687     
2898     2560       7          30230     
357     2560       7          31648     
770     2560       7          32967     
4543     2560       7          31677     
2282     2560       7          27150     
4172     2560       7          36423     
924     2560       7          29065     
4389     2560       7          29303     
4487     2560       7          25914     
1603     2560       7          23711     
2100     2560       7          24138     
4088     2560       7          24653     
2198     2560       7          24684     
2261     2560       7          32373     
1554     2560       7          25858     
4473     2560       7          34090     
371     2560       7          23945     
273     2560       7          24069     
546     2560       7          25578     
959     2560       7          27155     
1071     2560       7          29926     
2863     2560       7          27135     
4200     2560       7          26929     
4333     2560       7          25015     
4543     2560       7          29880     
1001     2560       7          24402     
504     2560       7          24808     
4760     2560       7          30071     
707     2560       7          25567     
405     2560       9          28824     
4194     2560       9          42278     
3114     2560       9          35248     
3528     2560       9          38698     
2574     2560       9          30273     
3069     2560       9          37902     
3204     2560       9          38066     
585     2560       9          30331     
2367     2560       9          31833     
4140     2560       9          33795     
1809     2560       9          27555     
4365     2560       9          27284     
2664     2560       9          38925     
4644     2560       9          33926     
2547     2560       9          40947     
1953     2560       9          31359     
459     2560       9          28025     
1620     2560       9          28958     
1746     2560       9          34473     
4329     2560       9          29837     
2619     2560       9          33538     
360     2560       9          29610     
4608     2560       9          34293     
4194     2560       9          25370     
4455     2560       9          32642     
3240     2560       9          41136     
3186     2560       9          31528     
639     2560       9          31010     
909     2560       9          40516     
3816     2560       9          34021     
4500     2560       9          35044     
927     2560       9          32963     
4248     2560       9          27745     
3906     2560       9          35616     
1908     2560       9          33627     
2061     2560       9          28186     
